state_name,report_date,Medicaid_Enrollment
Kansas,08/01/2015,400244
Kentucky,08/01/2015,1136937
Louisiana,08/01/2015,1074853
Maine,08/01/2015,280373
Maryland,08/01/2015,1175429
Massachusetts,08/01/2015,1663894
Michigan,08/01/2015,2341137
Minnesota,08/01/2015,1036683
Mississippi,08/01/2015,708429
Missouri,08/01/2015,929124
Montana,08/01/2015,179957
Nebraska,08/01/2015,237750
Nevada,08/01/2015,573624
New Hampshire,08/01/2015,184779
New Jersey,08/01/2015,1781201
New Mexico,08/01/2015,724497
New York,08/01/2015,6527727
North Carolina,08/01/2015,1977720
North Dakota,08/01/2015,88602
Ohio,08/01/2015,3002281
Oklahoma,08/01/2015,815492
Oregon,08/01/2015,1071605
Pennsylvania,08/01/2015,2684600
Rhode Island,08/01/2015,278789
South Carolina,08/01/2015,981145
South Dakota,08/01/2015,118333
Tennessee,08/01/2015,1526360
Texas,08/01/2015,4695815
Utah,08/01/2015,310628
Vermont,08/01/2015,187073
Virginia,08/01/2015,979843
Washington,08/01/2015,1736097
West Virginia,08/01/2015,545190
Wisconsin,08/01/2015,1047675
Wyoming,08/01/2015,64371
United States,09/01/2015,70897287
Alabama,09/01/2015,894969
Alaska,09/01/2015,130815
Arizona,09/01/2015,1651626
Arkansas,09/01/2015,N/A
California,09/01/2015,11463750
Colorado,09/01/2015,1293908
Connecticut,09/01/2015,708056
Delaware,09/01/2015,241376
District of Columbia,09/01/2015,256554
Florida,09/01/2015,3589604
Georgia,09/01/2015,1778636
Hawaii,09/01/2015,337102
Idaho,09/01/2015,280857
Illinois,09/01/2015,3147955
Indiana,09/01/2015,1426190
Iowa,09/01/2015,605969
Kansas,09/01/2015,403462
Kentucky,09/01/2015,1150740
Louisiana,09/01/2015,1083684
Maine,09/01/2015,280521
Maryland,09/01/2015,1157514
Massachusetts,09/01/2015,1679001
Michigan,09/01/2015,2327838
Minnesota,09/01/2015,1031703
Mississippi,09/01/2015,705463
Missouri,09/01/2015,926456
Montana,09/01/2015,180666
Nebraska,09/01/2015,238160
Nevada,09/01/2015,580852
New Hampshire,09/01/2015,185604
New Jersey,09/01/2015,1767838
New Mexico,09/01/2015,728278
New York,09/01/2015,6547004
North Carolina,09/01/2015,1983045
North Dakota,09/01/2015,88622
Ohio,09/01/2015,2979036
Oklahoma,09/01/2015,807970
Oregon,09/01/2015,1069489
Pennsylvania,09/01/2015,2707763
Rhode Island,09/01/2015,278375
South Carolina,09/01/2015,954645
South Dakota,09/01/2015,118314
Tennessee,09/01/2015,1536643
Texas,09/01/2015,4712608
Utah,09/01/2015,310631
Vermont,09/01/2015,188273
Virginia,09/01/2015,980310
Washington,09/01/2015,1742389
West Virginia,09/01/2015,546459
Wisconsin,09/01/2015,1046102
Wyoming,09/01/2015,64462
United States,10/01/2015,71835349
Alabama,10/01/2015,888504
Alaska,10/01/2015,131650
Arizona,10/01/2015,1665454
Arkansas,10/01/2015,855150
California,10/01/2015,11442006
Colorado,10/01/2015,1300953
Connecticut,10/01/2015,729874
Delaware,10/01/2015,241638
District of Columbia,10/01/2015,257521
Florida,10/01/2015,3585392
Georgia,10/01/2015,1774836
Hawaii,10/01/2015,333940
Idaho,10/01/2015,280911
Illinois,10/01/2015,3141141
Indiana,10/01/2015,1423847
Iowa,10/01/2015,609593
Kansas,10/01/2015,407982
Kentucky,10/01/2015,1161342
Louisiana,10/01/2015,1085461
Maine,10/01/2015,282913
Maryland,10/01/2015,1172946
Massachusetts,10/01/2015,1697932
Michigan,10/01/2015,2317052
Minnesota,10/01/2015,1041470
Mississippi,10/01/2015,701732
Missouri,10/01/2015,934722
Montana,10/01/2015,182307
Nebraska,10/01/2015,237681
Nevada,10/01/2015,587220
New Hampshire,10/01/2015,185562
New Jersey,10/01/2015,1759806
New Mexico,10/01/2015,735391
New York,10/01/2015,6546539
North Carolina,10/01/2015,1983406
North Dakota,10/01/2015,89243
Ohio,10/01/2015,2965107
Oklahoma,10/01/2015,803914
Oregon,10/01/2015,1069723
Pennsylvania,10/01/2015,2723449
Rhode Island,10/01/2015,274975
South Carolina,10/01/2015,951988
South Dakota,10/01/2015,118234
Tennessee,10/01/2015,1545186
Texas,10/01/2015,4724271
Utah,10/01/2015,310097
Vermont,10/01/2015,189385
Virginia,10/01/2015,977745
Washington,10/01/2015,1750257
West Virginia,10/01/2015,547365
Wisconsin,10/01/2015,1045475
Wyoming,10/01/2015,65061
United States,11/01/2015,72481885
Alabama,11/01/2015,893584
Alaska,11/01/2015,132412
Arizona,11/01/2015,1683439
Arkansas,11/01/2015,848509
California,11/01/2015,12074718
Colorado,11/01/2015,1308118
Connecticut,11/01/2015,735208
Delaware,11/01/2015,240708
District of Columbia,11/01/2015,261237
Florida,11/01/2015,3580569
Georgia,11/01/2015,1779611
Hawaii,11/01/2015,335253
Idaho,11/01/2015,281481
Illinois,11/01/2015,3133606
Indiana,11/01/2015,1417445
Iowa,11/01/2015,610462
Kansas,11/01/2015,409726
Kentucky,11/01/2015,1173882
Louisiana,11/01/2015,1079805
Maine,11/01/2015,280083
Maryland,11/01/2015,1159105
Massachusetts,11/01/2015,1663415
Michigan,11/01/2015,2323819
Minnesota,11/01/2015,1060020
Mississippi,11/01/2015,699644
Missouri,11/01/2015,939669
Montana,11/01/2015,183015
Nebraska,11/01/2015,237467
Nevada,11/01/2015,590363
New Hampshire,11/01/2015,187335
New Jersey,11/01/2015,1750936
New Mexico,11/01/2015,732196
New York,11/01/2015,6591498
North Carolina,11/01/2015,1994493
North Dakota,11/01/2015,88955
Ohio,11/01/2015,2943443
Oklahoma,11/01/2015,796544
Oregon,11/01/2015,1032632
Pennsylvania,11/01/2015,2735148
Rhode Island,11/01/2015,276798
South Carolina,11/01/2015,937533
South Dakota,11/01/2015,118046
Tennessee,11/01/2015,1555607
Texas,11/01/2015,4731548
Utah,11/01/2015,309700
Vermont,11/01/2015,190207
Virginia,11/01/2015,976897
Washington,11/01/2015,1760988
West Virginia,11/01/2015,546848
Wisconsin,11/01/2015,1043555
Wyoming,11/01/2015,64605
United States,12/01/2015,72701268
Alabama,12/01/2015,888024
Alaska,12/01/2015,137868
Arizona,12/01/2015,1681587
Arkansas,12/01/2015,839277
California,12/01/2015,12166109
Colorado,12/01/2015,1324115
Connecticut,12/01/2015,746047
Delaware,12/01/2015,241704
District of Columbia,12/01/2015,263296
Florida,12/01/2015,3576023
Georgia,12/01/2015,1782498
Hawaii,12/01/2015,339044
Idaho,12/01/2015,282440
Illinois,12/01/2015,3134109
Indiana,12/01/2015,1437538
Iowa,12/01/2015,608837
Kansas,12/01/2015,407388
Kentucky,12/01/2015,1179314
Louisiana,12/01/2015,1077109
Maine,12/01/2015,279000
Maryland,12/01/2015,1162313
Massachusetts,12/01/2015,1676400
Michigan,12/01/2015,2311459
Minnesota,12/01/2015,1070731
Mississippi,12/01/2015,693365
Missouri,12/01/2015,948576
Montana,12/01/2015,185716
Nebraska,12/01/2015,237979
Nevada,12/01/2015,596516
New Hampshire,12/01/2015,189687
New Jersey,12/01/2015,1737333
New Mexico,12/01/2015,738231
New York,12/01/2015,6620649
North Carolina,12/01/2015,2000804
North Dakota,12/01/2015,89240
Ohio,12/01/2015,2932001
Oklahoma,12/01/2015,781927
Oregon,12/01/2015,1044686
Pennsylvania,12/01/2015,2769810
Rhode Island,12/01/2015,280350
South Carolina,12/01/2015,936141
South Dakota,12/01/2015,118295
Tennessee,12/01/2015,1564417
Texas,12/01/2015,4727969
Utah,12/01/2015,311057
Vermont,12/01/2015,191415
Virginia,12/01/2015,955868
Washington,12/01/2015,1779640
West Virginia,12/01/2015,548380
Wisconsin,12/01/2015,1044478
Wyoming,12/01/2015,64508
United States,01/01/2016,72894837
Alabama,01/01/2016,896668
Alaska,01/01/2016,142301
Arizona,01/01/2016,1670422
Arkansas,01/01/2016,850426
California,01/01/2016,12259866
Colorado,01/01/2016,1336161
Connecticut,01/01/2016,756725
Delaware,01/01/2016,243750
District of Columbia,01/01/2016,265548
Florida,01/01/2016,3576943
Georgia,01/01/2016,1786428
Hawaii,01/01/2016,341274
Idaho,01/01/2016,282207
Illinois,01/01/2016,3143856
Indiana,01/01/2016,1450637
Iowa,01/01/2016,605467
Kansas,01/01/2016,398272
Kentucky,01/01/2016,1182852
Louisiana,01/01/2016,1074896
Maine,01/01/2016,279528
Maryland,01/01/2016,1177043
Massachusetts,01/01/2016,1682675
Michigan,01/01/2016,2339419
Minnesota,01/01/2016,1087569
Mississippi,01/01/2016,700536
Missouri,01/01/2016,951734
Montana,01/01/2016,208754
Nebraska,01/01/2016,238099
Nevada,01/01/2016,600855
New Hampshire,01/01/2016,191812
New Jersey,01/01/2016,1755259
New Mexico,01/01/2016,737850
New York,01/01/2016,6446670
North Carolina,01/01/2016,2019528
North Dakota,01/01/2016,89639
Ohio,01/01/2016,2911402
Oklahoma,01/01/2016,789536
Oregon,01/01/2016,1064700
Pennsylvania,01/01/2016,2785001
Rhode Island,01/01/2016,279520
South Carolina,01/01/2016,939344
South Dakota,01/01/2016,118568
Tennessee,01/01/2016,1580851
Texas,01/01/2016,4733134
Utah,01/01/2016,313733
Vermont,01/01/2016,191441
Virginia,01/01/2016,976271
Washington,01/01/2016,1781588
West Virginia,01/01/2016,548197
Wisconsin,01/01/2016,1045752
Wyoming,01/01/2016,64130
United States,02/01/2016,73051223
Alabama,02/01/2016,896454
Alaska,02/01/2016,146935
Arizona,02/01/2016,1682936
Arkansas,02/01/2016,826136
California,02/01/2016,12161629
Colorado,02/01/2016,1343076
Connecticut,02/01/2016,762637
Delaware,02/01/2016,247981
District of Columbia,02/01/2016,263720
Florida,02/01/2016,3597720
Georgia,02/01/2016,1793029
Hawaii,02/01/2016,343023
Idaho,02/01/2016,283580
Illinois,02/01/2016,3145225
Indiana,02/01/2016,1454790
Iowa,02/01/2016,614294
Kansas,02/01/2016,397800
Kentucky,02/01/2016,1189416
Louisiana,02/01/2016,1072660
Maine,02/01/2016,276302
Maryland,02/01/2016,1184724
Massachusetts,02/01/2016,1688738
Michigan,02/01/2016,2336333
Minnesota,02/01/2016,1040116
Mississippi,02/01/2016,702715
Missouri,02/01/2016,956583
Montana,02/01/2016,225403
Nebraska,02/01/2016,238942
Nevada,02/01/2016,607623
New Hampshire,02/01/2016,191824
New Jersey,02/01/2016,1766320
New Mexico,02/01/2016,760940
New York,02/01/2016,6448003
North Carolina,02/01/2016,2041623
North Dakota,02/01/2016,85790
Ohio,02/01/2016,2981675
Oklahoma,02/01/2016,787721
Oregon,02/01/2016,1077965
Pennsylvania,02/01/2016,2802826
Rhode Island,02/01/2016,280996
South Carolina,02/01/2016,948482
South Dakota,02/01/2016,118983
Tennessee,02/01/2016,1593218
Texas,02/01/2016,4745751
Utah,02/01/2016,314980
Vermont,02/01/2016,192723
Virginia,02/01/2016,982470
Washington,02/01/2016,1780807
West Virginia,02/01/2016,553046
Wisconsin,02/01/2016,1050694
Wyoming,02/01/2016,63866
United States,03/01/2016,72863897
Alabama,03/01/2016,897511
Alaska,03/01/2016,152314
Arizona,03/01/2016,1675407
Arkansas,03/01/2016,842433
California,03/01/2016,11869623
Colorado,03/01/2016,1351234
Connecticut,03/01/2016,764590
Delaware,03/01/2016,251851
District of Columbia,03/01/2016,265963
Florida,03/01/2016,3595860
Georgia,03/01/2016,1795069
Hawaii,03/01/2016,341802
Idaho,03/01/2016,285384
Illinois,03/01/2016,3150343
Indiana,03/01/2016,1469462
Iowa,03/01/2016,619917
Kansas,03/01/2016,405108
Kentucky,03/01/2016,1187773
Louisiana,03/01/2016,1069499
Maine,03/01/2016,279215
Maryland,03/01/2016,1202264
Massachusetts,03/01/2016,1653273
Michigan,03/01/2016,2336615
Minnesota,03/01/2016,1042228
Mississippi,03/01/2016,703067
Missouri,03/01/2016,952532
Montana,03/01/2016,229685
Nebraska,03/01/2016,240761
Nevada,03/01/2016,608719
New Hampshire,03/01/2016,191528
New Jersey,03/01/2016,1768366
New Mexico,03/01/2016,750736
New York,03/01/2016,6428934
North Carolina,03/01/2016,2040328
North Dakota,03/01/2016,84313
Ohio,03/01/2016,2995514
Oklahoma,03/01/2016,780157
Oregon,03/01/2016,1091630
Pennsylvania,03/01/2016,2832265
Rhode Island,03/01/2016,283133
South Carolina,03/01/2016,958933
South Dakota,03/01/2016,119140
Tennessee,03/01/2016,1602840
Texas,03/01/2016,4746502
Utah,03/01/2016,316382
Vermont,03/01/2016,192719
Virginia,03/01/2016,985672
Washington,03/01/2016,1780401
West Virginia,03/01/2016,556843
Wisconsin,03/01/2016,1054411
Wyoming,03/01/2016,63648
United States,04/01/2016,73180440
Alabama,04/01/2016,899890
Alaska,04/01/2016,155700
Arizona,04/01/2016,1668030
Arkansas,04/01/2016,826082
California,04/01/2016,12179766
Colorado,04/01/2016,1356998
Connecticut,04/01/2016,770176
Delaware,04/01/2016,237729
District of Columbia,04/01/2016,263765
Florida,04/01/2016,3591512
Georgia,04/01/2016,1792266
Hawaii,04/01/2016,343521
Idaho,04/01/2016,286760
Illinois,04/01/2016,3135327
Indiana,04/01/2016,1472831
Iowa,04/01/2016,617029
Kansas,04/01/2016,411107
Kentucky,04/01/2016,1215463
Louisiana,04/01/2016,1061125
Maine,04/01/2016,277931
Maryland,04/01/2016,1208040
Massachusetts,04/01/2016,1663469
Michigan,04/01/2016,2334104
Minnesota,04/01/2016,1043452
Mississippi,04/01/2016,702614
Missouri,04/01/2016,961286
Montana,04/01/2016,233900
Nebraska,04/01/2016,241012
Nevada,04/01/2016,607790
New Hampshire,04/01/2016,190640
New Jersey,04/01/2016,1772805
New Mexico,04/01/2016,750868
New York,04/01/2016,6410320
North Carolina,04/01/2016,2044322
North Dakota,04/01/2016,85983
Ohio,04/01/2016,2985542
Oklahoma,04/01/2016,779411
Oregon,04/01/2016,1072624
Pennsylvania,04/01/2016,2833914
Rhode Island,04/01/2016,281125
South Carolina,04/01/2016,1004042
South Dakota,04/01/2016,119053
Tennessee,04/01/2016,1610651
Texas,04/01/2016,4725625
Utah,04/01/2016,315517
Vermont,04/01/2016,193634
Virginia,04/01/2016,984505
Washington,04/01/2016,1779187
West Virginia,04/01/2016,568478
Wisconsin,04/01/2016,1049851
Wyoming,04/01/2016,63668
United States,05/01/2016,73380499
Alabama,05/01/2016,897875
Alaska,05/01/2016,158220
Arizona,05/01/2016,1682202
Arkansas,05/01/2016,843941
California,05/01/2016,12281742
Colorado,05/01/2016,1360835
Connecticut,05/01/2016,770880
Delaware,05/01/2016,235154
District of Columbia,05/01/2016,264605
Florida,05/01/2016,3600889
Georgia,05/01/2016,1784520
Hawaii,05/01/2016,344649
Idaho,05/01/2016,287554
Illinois,05/01/2016,3131986
Indiana,05/01/2016,1471521
Iowa,05/01/2016,619961
Kansas,05/01/2016,414947
Kentucky,05/01/2016,1213629
Louisiana,05/01/2016,1057073
Maine,05/01/2016,276176
Maryland,05/01/2016,1218613
Massachusetts,05/01/2016,1671446
Michigan,05/01/2016,2321897
Minnesota,05/01/2016,1046317
Mississippi,05/01/2016,701126
Missouri,05/01/2016,963241
Montana,05/01/2016,237352
Nebraska,05/01/2016,240700
Nevada,05/01/2016,609004
New Hampshire,05/01/2016,190029
New Jersey,05/01/2016,1779374
New Mexico,05/01/2016,753726
New York,05/01/2016,6426070
North Carolina,05/01/2016,2052351
North Dakota,05/01/2016,89839
Ohio,05/01/2016,2983176
Oklahoma,05/01/2016,775604
Oregon,05/01/2016,1061004
Pennsylvania,05/01/2016,2848012
Rhode Island,05/01/2016,281995
South Carolina,05/01/2016,1009855
South Dakota,05/01/2016,119189
Tennessee,05/01/2016,1616888
Texas,05/01/2016,4737582
Utah,05/01/2016,315246
Vermont,05/01/2016,189619
Virginia,05/01/2016,984692
Washington,05/01/2016,1779263
West Virginia,05/01/2016,565849
Wisconsin,05/01/2016,1049374
Wyoming,05/01/2016,63707
United States,06/01/2016,73467427
Alabama,06/01/2016,896723
Alaska,06/01/2016,160450
Arizona,06/01/2016,1685493
Arkansas,06/01/2016,857359
California,06/01/2016,12333253
Colorado,06/01/2016,1363125
Connecticut,06/01/2016,771512
Delaware,06/01/2016,235967
District of Columbia,06/01/2016,264415
Florida,06/01/2016,3605848
Georgia,06/01/2016,1782171
Hawaii,06/01/2016,340999
Idaho,06/01/2016,289367
Illinois,06/01/2016,3123639
Indiana,06/01/2016,1476940
Iowa,06/01/2016,618152
Kansas,06/01/2016,420386
Kentucky,06/01/2016,1225842
Louisiana,06/01/2016,1052682
Maine,06/01/2016,274432
Maryland,06/01/2016,1229447
Massachusetts,06/01/2016,1665649
Michigan,06/01/2016,2312812
Minnesota,06/01/2016,1049997
Mississippi,06/01/2016,699103
Missouri,06/01/2016,964598
Montana,06/01/2016,239983
Nebraska,06/01/2016,240748
Nevada,06/01/2016,608960
New Hampshire,06/01/2016,190009
New Jersey,06/01/2016,1780412
New Mexico,06/01/2016,757248
New York,06/01/2016,6413404
North Carolina,06/01/2016,2047693
North Dakota,06/01/2016,89914
Ohio,06/01/2016,2979371
Oklahoma,06/01/2016,780782
Oregon,06/01/2016,1049229
Pennsylvania,06/01/2016,2855265
Rhode Island,06/01/2016,285580
South Carolina,06/01/2016,1016732
South Dakota,06/01/2016,119350
Tennessee,06/01/2016,1623164
Texas,06/01/2016,4740159
Utah,06/01/2016,313641
Vermont,06/01/2016,185382
Virginia,06/01/2016,983389
Washington,06/01/2016,1782166
West Virginia,06/01/2016,573178
Wisconsin,06/01/2016,1047259
Wyoming,06/01/2016,64048
United States,07/01/2016,73628614
Alabama,07/01/2016,896741
Alaska,07/01/2016,162869
Arizona,07/01/2016,1699635
Arkansas,07/01/2016,889082
California,07/01/2016,12201179
Colorado,07/01/2016,1362887
Connecticut,07/01/2016,753413
Delaware,07/01/2016,236248
District of Columbia,07/01/2016,258918
Florida,07/01/2016,3620085
Georgia,07/01/2016,1775301
Hawaii,07/01/2016,341072
Idaho,07/01/2016,291057
Illinois,07/01/2016,3118055
Indiana,07/01/2016,1481425
Iowa,07/01/2016,613386
Kansas,07/01/2016,422549
Kentucky,07/01/2016,1223869
Louisiana,07/01/2016,1308428
Maine,07/01/2016,273367
Maryland,07/01/2016,1236465
Massachusetts,07/01/2016,1677180
Michigan,07/01/2016,2304480
Minnesota,07/01/2016,1047507
Mississippi,07/01/2016,696139
Missouri,07/01/2016,961073
Montana,07/01/2016,220378
Nebraska,07/01/2016,241723
Nevada,07/01/2016,609435
New Hampshire,07/01/2016,189484
New Jersey,07/01/2016,1782594
New Mexico,07/01/2016,761033
New York,07/01/2016,6417388
North Carolina,07/01/2016,2059981
North Dakota,07/01/2016,89460
Ohio,07/01/2016,2976705
Oklahoma,07/01/2016,787331
Oregon,07/01/2016,1036984
Pennsylvania,07/01/2016,2861112
Rhode Island,07/01/2016,284455
South Carolina,07/01/2016,1021192
South Dakota,07/01/2016,119252
Tennessee,07/01/2016,1632972
Texas,07/01/2016,4744278
Utah,07/01/2016,312936
Vermont,07/01/2016,179421
Virginia,07/01/2016,984787
Washington,07/01/2016,1782418
West Virginia,07/01/2016,572107
Wisconsin,07/01/2016,1045160
Wyoming,07/01/2016,63618
United States,08/01/2016,74843252
Alabama,08/01/2016,910775
Alaska,08/01/2016,166625
Arizona,08/01/2016,1716198
Arkansas,08/01/2016,920194
California,08/01/2016,12432420
Colorado,08/01/2016,1375264
Connecticut,08/01/2016,761137
Delaware,08/01/2016,236702
District of Columbia,08/01/2016,255491
Florida,08/01/2016,4333426
Georgia,08/01/2016,1782301
Hawaii,08/01/2016,341200
Idaho,08/01/2016,293905
Illinois,08/01/2016,3117939
Indiana,08/01/2016,1489805
Iowa,08/01/2016,619055
Kansas,08/01/2016,421638
Kentucky,08/01/2016,1220788
Louisiana,08/01/2016,1328708
Maine,08/01/2016,273160
Maryland,08/01/2016,1252304
Massachusetts,08/01/2016,1684328
Michigan,08/01/2016,2300958
Minnesota,08/01/2016,1051509
Mississippi,08/01/2016,693869
Missouri,08/01/2016,967284
Montana,08/01/2016,224048
Nebraska,08/01/2016,242702
Nevada,08/01/2016,614298
New Hampshire,08/01/2016,189429
New Jersey,08/01/2016,1784529
New Mexico,08/01/2016,766732
New York,08/01/2016,6431165
North Carolina,08/01/2016,2072282
North Dakota,08/01/2016,89763
Ohio,08/01/2016,3003170
Oklahoma,08/01/2016,788544
Oregon,08/01/2016,1021862
Pennsylvania,08/01/2016,2883114
Rhode Island,08/01/2016,287173
South Carolina,08/01/2016,1027033
South Dakota,08/01/2016,119835
Tennessee,08/01/2016,1627100
Texas,08/01/2016,4770229
Utah,08/01/2016,314182
Vermont,08/01/2016,175597
Virginia,08/01/2016,988821
Washington,08/01/2016,1788536
West Virginia,08/01/2016,575645
Wisconsin,08/01/2016,1046897
Wyoming,08/01/2016,63583
United States,09/01/2016,74775144
Alabama,09/01/2016,893989
Alaska,09/01/2016,169380
Arizona,09/01/2016,1726841
Arkansas,09/01/2016,938313
California,09/01/2016,12281044
Colorado,09/01/2016,1372096
Connecticut,09/01/2016,764441
Delaware,09/01/2016,235665
District of Columbia,09/01/2016,260576
Florida,09/01/2016,4328562
Georgia,09/01/2016,1774402
Hawaii,09/01/2016,343224
Idaho,09/01/2016,295839
Illinois,09/01/2016,3116270
Indiana,09/01/2016,1495703
Iowa,09/01/2016,619679
Kansas,09/01/2016,423428
Kentucky,09/01/2016,1219044
Louisiana,09/01/2016,1359014
Maine,09/01/2016,271949
Maryland,09/01/2016,1255816
Massachusetts,09/01/2016,1692569
Michigan,09/01/2016,2298149
Minnesota,09/01/2016,1059681
Mississippi,09/01/2016,692015
Missouri,09/01/2016,971223
Montana,09/01/2016,234367
Nebraska,09/01/2016,243846
Nevada,09/01/2016,616142
New Hampshire,09/01/2016,188268
New Jersey,09/01/2016,1779632
New Mexico,09/01/2016,768665
New York,09/01/2016,6423932
North Carolina,09/01/2016,2076656
North Dakota,09/01/2016,79114
Ohio,09/01/2016,3009706
Oklahoma,09/01/2016,795804
Oregon,09/01/2016,1012709
Pennsylvania,09/01/2016,2889954
Rhode Island,09/01/2016,286836
South Carolina,09/01/2016,1031085
South Dakota,09/01/2016,119856
Tennessee,09/01/2016,1627132
Texas,09/01/2016,4782013
Utah,09/01/2016,313286
Vermont,09/01/2016,171918
Virginia,09/01/2016,989276
Washington,09/01/2016,1792729
West Virginia,09/01/2016,574629
Wisconsin,09/01/2016,1045274
Wyoming,09/01/2016,63403
United States,10/01/2016,74749018
Alabama,10/01/2016,901450
Alaska,10/01/2016,172804
Arizona,10/01/2016,1735807
Arkansas,10/01/2016,942076
California,10/01/2016,12189352
Colorado,10/01/2016,1371548
Connecticut,10/01/2016,753260
Delaware,10/01/2016,236796
District of Columbia,10/01/2016,262642
Florida,10/01/2016,4343861
Georgia,10/01/2016,1765336
Hawaii,10/01/2016,343278
Idaho,10/01/2016,297497
Illinois,10/01/2016,3099017
Indiana,10/01/2016,1508131
Iowa,10/01/2016,626496
Kansas,10/01/2016,423320
Kentucky,10/01/2016,1227277
Louisiana,10/01/2016,1379385
Maine,10/01/2016,271298
Maryland,10/01/2016,1261880
Massachusetts,10/01/2016,1702946
Michigan,10/01/2016,2305237
Minnesota,10/01/2016,1039203
Mississippi,10/01/2016,687936
Missouri,10/01/2016,975708
Montana,10/01/2016,236883
Nebraska,10/01/2016,243681
Nevada,10/01/2016,620116
New Hampshire,10/01/2016,189871
New Jersey,10/01/2016,1780848
New Mexico,10/01/2016,769759
New York,10/01/2016,6423107
North Carolina,10/01/2016,2082549
North Dakota,10/01/2016,83149
Ohio,10/01/2016,3009284
Oklahoma,10/01/2016,803971
Oregon,10/01/2016,1008789
Pennsylvania,10/01/2016,2891919
Rhode Island,10/01/2016,288632
South Carolina,10/01/2016,1001103
South Dakota,10/01/2016,119694
Tennessee,10/01/2016,1627213
Texas,10/01/2016,4801395
Utah,10/01/2016,311713
Vermont,10/01/2016,169039
Virginia,10/01/2016,990972
Washington,10/01/2016,1797679
West Virginia,10/01/2016,571987
Wisconsin,10/01/2016,1040474
Wyoming,10/01/2016,61650
United States,11/01/2016,74755531
Alabama,11/01/2016,897972
Alaska,11/01/2016,175661
Arizona,11/01/2016,1739690
Arkansas,11/01/2016,931219
California,11/01/2016,12209605
Colorado,11/01/2016,1383845
Connecticut,11/01/2016,750009
Delaware,11/01/2016,239614
District of Columbia,11/01/2016,262213
Florida,11/01/2016,4339202
Georgia,11/01/2016,1762545
Hawaii,11/01/2016,345311
Idaho,11/01/2016,298901
Illinois,11/01/2016,3102506
Indiana,11/01/2016,1506865
Iowa,11/01/2016,624062
Kansas,11/01/2016,416379
Kentucky,11/01/2016,1229387
Louisiana,11/01/2016,1398560
Maine,11/01/2016,270507
Maryland,11/01/2016,1272738
Massachusetts,11/01/2016,1686489
Michigan,11/01/2016,2315634
Minnesota,11/01/2016,1044938
Mississippi,11/01/2016,686367
Missouri,11/01/2016,977195
Montana,11/01/2016,241407
Nebraska,11/01/2016,243940
Nevada,11/01/2016,620757
New Hampshire,11/01/2016,190489
New Jersey,11/01/2016,1790310
New Mexico,11/01/2016,772084
New York,11/01/2016,6409462
North Carolina,11/01/2016,2081775
North Dakota,11/01/2016,95172
Ohio,11/01/2016,2900428
Oklahoma,11/01/2016,803648
Oregon,11/01/2016,998999
Pennsylvania,11/01/2016,2902011
Rhode Island,11/01/2016,292396
South Carolina,11/01/2016,1032651
South Dakota,11/01/2016,119696
Tennessee,11/01/2016,1640201
Texas,11/01/2016,4805046
Utah,11/01/2016,311177
Vermont,11/01/2016,168445
Virginia,11/01/2016,992554
Washington,11/01/2016,1805604
West Virginia,11/01/2016,569492
Wisconsin,11/01/2016,1039577
Wyoming,11/01/2016,60796
United States,12/01/2016,74995234
Alabama,12/01/2016,892753
Alaska,12/01/2016,176799
Arizona,12/01/2016,1739041
Arkansas,12/01/2016,948181
California,12/01/2016,12405352
Colorado,12/01/2016,1387165
Connecticut,12/01/2016,761310
Delaware,12/01/2016,241664
District of Columbia,12/01/2016,264849
Florida,12/01/2016,4337514
Georgia,12/01/2016,1755450
Hawaii,12/01/2016,345975
Idaho,12/01/2016,299841
Illinois,12/01/2016,3065331
Indiana,12/01/2016,1508219
Iowa,12/01/2016,622071
Kansas,12/01/2016,408885
Kentucky,12/01/2016,1230475
Louisiana,12/01/2016,1415385
Maine,12/01/2016,269428
Maryland,12/01/2016,1281890
Massachusetts,12/01/2016,1655529
Michigan,12/01/2016,2330154
Minnesota,12/01/2016,1049566
Mississippi,12/01/2016,684094
Missouri,12/01/2016,976256
Montana,12/01/2016,245360
Nebraska,12/01/2016,243657
Nevada,12/01/2016,623574
New Hampshire,12/01/2016,191363
New Jersey,12/01/2016,1795251
New Mexico,12/01/2016,775020
New York,12/01/2016,6420227
North Carolina,12/01/2016,2084900
North Dakota,12/01/2016,94681
Ohio,12/01/2016,2910351
Oklahoma,12/01/2016,804355
Oregon,12/01/2016,986111
Pennsylvania,12/01/2016,2918260
Rhode Island,12/01/2016,300924
South Carolina,12/01/2016,1032898
South Dakota,12/01/2016,119956
Tennessee,12/01/2016,1636770
Texas,12/01/2016,4799893
Utah,12/01/2016,311117
Vermont,12/01/2016,169092
Virginia,12/01/2016,993220
Washington,12/01/2016,1818225
West Virginia,12/01/2016,567064
Wisconsin,12/01/2016,1037863
Wyoming,12/01/2016,61925
United States,01/01/2017,75033246
Alabama,01/01/2017,889199
Alaska,01/01/2017,181723
Arizona,01/01/2017,1743472
Arkansas,01/01/2017,943269
California,01/01/2017,12360449
Colorado,01/01/2017,1387803
Connecticut,01/01/2017,765313
Delaware,01/01/2017,243340
District of Columbia,01/01/2017,267538
Florida,01/01/2017,4352553
Georgia,01/01/2017,1757498
Hawaii,01/01/2017,346995
Idaho,01/01/2017,292170
Illinois,01/01/2017,3100137
