state_name,report_date,Medicaid_Enrollment
Alaska,12/01/2020,239981
Arizona,12/01/2020,1963007
Arkansas,12/01/2020,892423
California,12/01/2020,12491149
Colorado,12/01/2020,1449824
Connecticut,12/01/2020,927770
Delaware,12/01/2020,258025
District of Columbia,12/01/2020,262327
Florida,12/01/2020,4104699
Georgia,12/01/2020,2093853
Hawaii,12/01/2020,385887
Idaho,12/01/2020,376688
Illinois,12/01/2020,3238003
Indiana,12/01/2020,1592108
Iowa,12/01/2020,750018
Kansas,12/01/2020,429274
Kentucky,12/01/2020,1529906
Louisiana,12/01/2020,1699940
Maine,12/01/2020,312227
Maryland,12/01/2020,1461878
Massachusetts,12/01/2020,1730716
Michigan,12/01/2020,2650886
Minnesota,12/01/2020,1173856
Mississippi,12/01/2020,680078
Missouri,12/01/2020,1022258
Montana,12/01/2020,279013
Nebraska,12/01/2020,304573
Nevada,12/01/2020,749040
New Hampshire,12/01/2020,213815
New Jersey,12/01/2020,1905205
New Mexico,12/01/2020,818279
New York,12/01/2020,6686686
North Carolina,12/01/2020,2012555
North Dakota,12/01/2020,107199
Ohio,12/01/2020,2955796
Oklahoma,12/01/2020,863285
Oregon,12/01/2020,1150385
Pennsylvania,12/01/2020,3303119
Rhode Island,12/01/2020,325713
South Carolina,12/01/2020,1129165
South Dakota,12/01/2020,122896
Tennessee,12/01/2020,1575887
Texas,12/01/2020,4810748
Utah,12/01/2020,390385
Vermont,12/01/2020,172171
Virginia,12/01/2020,1639534
Washington,12/01/2020,1908464
West Virginia,12/01/2020,566858
Wisconsin,12/01/2020,1219693
Wyoming,12/01/2020,64559
United States,01/01/2021,80675779
Alabama,01/01/2021,1009033
Alaska,01/01/2021,241410
Arizona,01/01/2021,1981809
Arkansas,01/01/2021,898965
California,01/01/2021,12586999
Colorado,01/01/2021,1466436
Connecticut,01/01/2021,937667
Delaware,01/01/2021,260236
District of Columbia,01/01/2021,264086
Florida,01/01/2021,4144712
Georgia,01/01/2021,2109497
Hawaii,01/01/2021,390771
Idaho,01/01/2021,383589
Illinois,01/01/2021,3257826
Indiana,01/01/2021,1610568
Iowa,01/01/2021,756195
Kansas,01/01/2021,431651
Kentucky,01/01/2021,1563251
Louisiana,01/01/2021,1713192
Maine,01/01/2021,313409
Maryland,01/01/2021,1473436
Massachusetts,01/01/2021,1741493
Michigan,01/01/2021,2673268
Minnesota,01/01/2021,1185566
Mississippi,01/01/2021,685690
Missouri,01/01/2021,1032349
Montana,01/01/2021,281734
Nebraska,01/01/2021,309171
Nevada,01/01/2021,761359
New Hampshire,01/01/2021,215263
New Jersey,01/01/2021,1928852
New Mexico,01/01/2021,823477
New York,01/01/2021,6736808
North Carolina,01/01/2021,2030937
North Dakota,01/01/2021,107490
Ohio,01/01/2021,2976549
Oklahoma,01/01/2021,866416
Oregon,01/01/2021,1160651
Pennsylvania,01/01/2021,3329984
Rhode Island,01/01/2021,328028
South Carolina,01/01/2021,1138380
South Dakota,01/01/2021,123964
Tennessee,01/01/2021,1587057
Texas,01/01/2021,4841366
Utah,01/01/2021,396447
Vermont,01/01/2021,173615
Virginia,01/01/2021,1655186
Washington,01/01/2021,1921268
West Virginia,01/01/2021,571427
Wisconsin,01/01/2021,1231882
Wyoming,01/01/2021,65364
United States,02/01/2021,81172151
Alabama,02/01/2021,1015804
Alaska,02/01/2021,242991
Arizona,02/01/2021,1998341
Arkansas,02/01/2021,903150
California,02/01/2021,12643124
Colorado,02/01/2021,1477439
Connecticut,02/01/2021,941576
Delaware,02/01/2021,262185
District of Columbia,02/01/2021,265037
Florida,02/01/2021,4169637
Georgia,02/01/2021,2129693
Hawaii,02/01/2021,394936
Idaho,02/01/2021,386821
Illinois,02/01/2021,3281243
Indiana,02/01/2021,1626730
Iowa,02/01/2021,762431
Kansas,02/01/2021,435439
Kentucky,02/01/2021,1574029
Louisiana,02/01/2021,1721338
Maine,02/01/2021,313887
Maryland,02/01/2021,1483465
Massachusetts,02/01/2021,1749848
Michigan,02/01/2021,2691150
Minnesota,02/01/2021,1194775
Mississippi,02/01/2021,691124
Missouri,02/01/2021,1041689
Montana,02/01/2021,283599
Nebraska,02/01/2021,313804
Nevada,02/01/2021,768740
New Hampshire,02/01/2021,217023
New Jersey,02/01/2021,1947562
New Mexico,02/01/2021,827596
New York,02/01/2021,6738949
North Carolina,02/01/2021,2049684
North Dakota,02/01/2021,108342
Ohio,02/01/2021,2994724
Oklahoma,02/01/2021,868589
Oregon,02/01/2021,1172052
Pennsylvania,02/01/2021,3345840
Rhode Island,02/01/2021,329764
South Carolina,02/01/2021,1145600
South Dakota,02/01/2021,124741
Tennessee,02/01/2021,1596271
Texas,02/01/2021,4877125
Utah,02/01/2021,401925
Vermont,02/01/2021,174552
Virginia,02/01/2021,1671664
Washington,02/01/2021,1931413
West Virginia,02/01/2021,575627
Wisconsin,02/01/2021,1242573
Wyoming,02/01/2021,66510
United States,03/01/2021,81828568
Alabama,03/01/2021,1023300
Alaska,03/01/2021,244860
Arizona,03/01/2021,2011270
Arkansas,03/01/2021,910463
California,03/01/2021,12724578
Colorado,03/01/2021,1489827
Connecticut,03/01/2021,948002
Delaware,03/01/2021,264446
District of Columbia,03/01/2021,266374
Florida,03/01/2021,4213933
Georgia,03/01/2021,2146602
Hawaii,03/01/2021,400953
Idaho,03/01/2021,391548
Illinois,03/01/2021,3317290
Indiana,03/01/2021,1644924
Iowa,03/01/2021,767918
Kansas,03/01/2021,439548
Kentucky,03/01/2021,1585296
Louisiana,03/01/2021,1733974
Maine,03/01/2021,316755
Maryland,03/01/2021,1495285
Massachusetts,03/01/2021,1760025
Michigan,03/01/2021,2712050
Minnesota,03/01/2021,1204033
Mississippi,03/01/2021,696589
Missouri,03/01/2021,1053270
Montana,03/01/2021,285872
Nebraska,03/01/2021,318626
Nevada,03/01/2021,777004
New Hampshire,03/01/2021,218999
New Jersey,03/01/2021,1957939
New Mexico,03/01/2021,832099
New York,03/01/2021,6802922
North Carolina,03/01/2021,2063048
North Dakota,03/01/2021,110449
Ohio,03/01/2021,3018588
Oklahoma,03/01/2021,875775
Oregon,03/01/2021,1182896
Pennsylvania,03/01/2021,3365904
Rhode Island,03/01/2021,331508
South Carolina,03/01/2021,1153769
South Dakota,03/01/2021,125945
Tennessee,03/01/2021,1606662
Texas,03/01/2021,4920949
Utah,03/01/2021,407905
Vermont,03/01/2021,175606
Virginia,03/01/2021,1687269
Washington,03/01/2021,1944783
West Virginia,03/01/2021,580258
Wisconsin,03/01/2021,1253303
Wyoming,03/01/2021,67377
United States,04/01/2021,82351558
Alabama,04/01/2021,1031694
Alaska,04/01/2021,247180
Arizona,04/01/2021,2027065
Arkansas,04/01/2021,916841
California,04/01/2021,12790804
Colorado,04/01/2021,1501448
Connecticut,04/01/2021,949551
Delaware,04/01/2021,265098
District of Columbia,04/01/2021,267598
Florida,04/01/2021,4249167
Georgia,04/01/2021,2160406
Hawaii,04/01/2021,404530
Idaho,04/01/2021,395586
Illinois,04/01/2021,3332901
Indiana,04/01/2021,1662911
Iowa,04/01/2021,773608
Kansas,04/01/2021,441628
Kentucky,04/01/2021,1578724
Louisiana,04/01/2021,1733503
Maine,04/01/2021,319318
Maryland,04/01/2021,1505113
Massachusetts,04/01/2021,1769618
Michigan,04/01/2021,2728077
Minnesota,04/01/2021,1212987
Mississippi,04/01/2021,701034
Missouri,04/01/2021,1064572
Montana,04/01/2021,287662
Nebraska,04/01/2021,323210
Nevada,04/01/2021,786142
New Hampshire,04/01/2021,220682
New Jersey,04/01/2021,1972968
New Mexico,04/01/2021,835888
New York,04/01/2021,6834330
North Carolina,04/01/2021,2077121
North Dakota,04/01/2021,111087
Ohio,04/01/2021,3034790
Oklahoma,04/01/2021,883341
Oregon,04/01/2021,1192969
Pennsylvania,04/01/2021,3383454
Rhode Island,04/01/2021,333565
South Carolina,04/01/2021,1161382
South Dakota,04/01/2021,126943
Tennessee,04/01/2021,1616938
Texas,04/01/2021,4973444
Utah,04/01/2021,412985
Vermont,04/01/2021,176736
Virginia,04/01/2021,1702672
Washington,04/01/2021,1956739
West Virginia,04/01/2021,583396
Wisconsin,04/01/2021,1263979
Wyoming,04/01/2021,68173
United States,05/01/2021,82791334
Alabama,05/01/2021,1038830
Alaska,05/01/2021,248739
Arizona,05/01/2021,2044604
Arkansas,05/01/2021,920717
California,05/01/2021,12850229
Colorado,05/01/2021,1511858
Connecticut,05/01/2021,951563
Delaware,05/01/2021,267045
District of Columbia,05/01/2021,268308
Florida,05/01/2021,4281662
Georgia,05/01/2021,2177156
Hawaii,05/01/2021,407011
Idaho,05/01/2021,396646
Illinois,05/01/2021,3331614
Indiana,05/01/2021,1679628
Iowa,05/01/2021,778247
Kansas,05/01/2021,443921
Kentucky,05/01/2021,1587501
Louisiana,05/01/2021,1740969
Maine,05/01/2021,321500
Maryland,05/01/2021,1514069
Massachusetts,05/01/2021,1773779
Michigan,05/01/2021,2743108
Minnesota,05/01/2021,1220864
Mississippi,05/01/2021,705011
Missouri,05/01/2021,1074189
Montana,05/01/2021,289800
Nebraska,05/01/2021,327422
Nevada,05/01/2021,790368
New Hampshire,05/01/2021,222041
New Jersey,05/01/2021,1985965
New Mexico,05/01/2021,838590
New York,05/01/2021,6838689
North Carolina,05/01/2021,2094685
North Dakota,05/01/2021,111357
Ohio,05/01/2021,3051328
Oklahoma,05/01/2021,887980
Oregon,05/01/2021,1201710
Pennsylvania,05/01/2021,3393651
Rhode Island,05/01/2021,334758
South Carolina,05/01/2021,1168642
South Dakota,05/01/2021,127829
Tennessee,05/01/2021,1624256
Texas,05/01/2021,5013565
Utah,05/01/2021,416783
Vermont,05/01/2021,177846
Virginia,05/01/2021,1715818
Washington,05/01/2021,1968676
West Virginia,05/01/2021,586461
Wisconsin,05/01/2021,1275491
Wyoming,05/01/2021,68855
United States,06/01/2021,83314597
Alabama,06/01/2021,1047619
Alaska,06/01/2021,250285
Arizona,06/01/2021,2059556
Arkansas,06/01/2021,927247
California,06/01/2021,12913441
Colorado,06/01/2021,1522471
Connecticut,06/01/2021,961399
Delaware,06/01/2021,268963
District of Columbia,06/01/2021,269591
Florida,06/01/2021,4316655
Georgia,06/01/2021,2194346
Hawaii,06/01/2021,409776
Idaho,06/01/2021,395822
Illinois,06/01/2021,3349816
Indiana,06/01/2021,1695091
Iowa,06/01/2021,781468
Kansas,06/01/2021,447856
Kentucky,06/01/2021,1596112
Louisiana,06/01/2021,1748860
Maine,06/01/2021,323687
Maryland,06/01/2021,1523891
Massachusetts,06/01/2021,1789843
Michigan,06/01/2021,2760007
Minnesota,06/01/2021,1229027
Mississippi,06/01/2021,708550
Missouri,06/01/2021,1083907
Montana,06/01/2021,291344
Nebraska,06/01/2021,331028
Nevada,06/01/2021,794724
New Hampshire,06/01/2021,223380
New Jersey,06/01/2021,1994023
New Mexico,06/01/2021,842999
New York,06/01/2021,6874527
North Carolina,06/01/2021,2109691
North Dakota,06/01/2021,114242
Ohio,06/01/2021,3068766
Oklahoma,06/01/2021,896820
Oregon,06/01/2021,1210010
Pennsylvania,06/01/2021,3405675
Rhode Island,06/01/2021,336631
South Carolina,06/01/2021,1176742
South Dakota,06/01/2021,128919
Tennessee,06/01/2021,1633205
Texas,06/01/2021,5058201
Utah,06/01/2021,415770
Vermont,06/01/2021,179141
Virginia,06/01/2021,1732099
Washington,06/01/2021,1978758
West Virginia,06/01/2021,589890
Wisconsin,06/01/2021,1283313
Wyoming,06/01/2021,69413
United States,07/01/2021,83846649
Alabama,07/01/2021,1055463
Alaska,07/01/2021,251024
Arizona,07/01/2021,2072102
Arkansas,07/01/2021,934944
California,07/01/2021,12983442
Colorado,07/01/2021,1532326
Connecticut,07/01/2021,960844
Delaware,07/01/2021,271159
District of Columbia,07/01/2021,270938
Florida,07/01/2021,4350511
Georgia,07/01/2021,2214237
Hawaii,07/01/2021,412928
Idaho,07/01/2021,399433
Illinois,07/01/2021,3374878
Indiana,07/01/2021,1711381
Iowa,07/01/2021,786223
Kansas,07/01/2021,450537
Kentucky,07/01/2021,1489474
Louisiana,07/01/2021,1766777
Maine,07/01/2021,325876
Maryland,07/01/2021,1534076
Massachusetts,07/01/2021,1797825
Michigan,07/01/2021,2777203
Minnesota,07/01/2021,1239326
Mississippi,07/01/2021,712012
Missouri,07/01/2021,1093102
Montana,07/01/2021,291578
Nebraska,07/01/2021,335065
Nevada,07/01/2021,800436
New Hampshire,07/01/2021,225025
New Jersey,07/01/2021,2007346
New Mexico,07/01/2021,847066
New York,07/01/2021,6910492
North Carolina,07/01/2021,2125427
North Dakota,07/01/2021,113589
Ohio,07/01/2021,3086656
Oklahoma,07/01/2021,1020015
Oregon,07/01/2021,1219271
Pennsylvania,07/01/2021,3422966
Rhode Island,07/01/2021,338291
South Carolina,07/01/2021,1185531
South Dakota,07/01/2021,129870
Tennessee,07/01/2021,1642482
Texas,07/01/2021,5077158
Utah,07/01/2021,420000
Vermont,07/01/2021,180359
Virginia,07/01/2021,1750410
Washington,07/01/2021,1993221
West Virginia,07/01/2021,593834
Wisconsin,07/01/2021,1292431
Wyoming,07/01/2021,70089
United States,08/01/2021,84541080
Alabama,08/01/2021,1063643
Alaska,08/01/2021,251977
Arizona,08/01/2021,2088145
Arkansas,08/01/2021,941715
California,08/01/2021,13058458
Colorado,08/01/2021,1544088
Connecticut,08/01/2021,962673
Delaware,08/01/2021,273386
District of Columbia,08/01/2021,272037
Florida,08/01/2021,4396610
Georgia,08/01/2021,2235830
Hawaii,08/01/2021,415940
Idaho,08/01/2021,398124
Illinois,08/01/2021,3460261
Indiana,08/01/2021,1728496
Iowa,08/01/2021,791963
Kansas,08/01/2021,453729
Kentucky,08/01/2021,1495940
Louisiana,08/01/2021,1778186
Maine,08/01/2021,328366
Maryland,08/01/2021,1545932
Massachusetts,08/01/2021,1810614
Michigan,08/01/2021,2795904
Minnesota,08/01/2021,1247150
Mississippi,08/01/2021,715664
Missouri,08/01/2021,1103454
Montana,08/01/2021,295377
Nebraska,08/01/2021,339280
Nevada,08/01/2021,809389
New Hampshire,08/01/2021,226428
New Jersey,08/01/2021,2022005
New Mexico,08/01/2021,852135
New York,08/01/2021,6939738
North Carolina,08/01/2021,2141901
North Dakota,08/01/2021,113810
Ohio,08/01/2021,3106505
Oklahoma,08/01/2021,1040987
Oregon,08/01/2021,1229591
Pennsylvania,08/01/2021,3444045
Rhode Island,08/01/2021,340212
South Carolina,08/01/2021,1193136
South Dakota,08/01/2021,130974
Tennessee,08/01/2021,1653213
Texas,08/01/2021,5145089
Utah,08/01/2021,425982
Vermont,08/01/2021,181597
Virginia,08/01/2021,1771236
Washington,08/01/2021,2009438
West Virginia,08/01/2021,598135
Wisconsin,08/01/2021,1301781
Wyoming,08/01/2021,70811
United States,09/01/2021,85065373
Alabama,09/01/2021,1071373
Alaska,09/01/2021,252736
Arizona,09/01/2021,2101598
Arkansas,09/01/2021,949164
California,09/01/2021,13120745
Colorado,09/01/2021,1553677
Connecticut,09/01/2021,962044
Delaware,09/01/2021,275242
District of Columbia,09/01/2021,273146
Florida,09/01/2021,4427217
Georgia,09/01/2021,2252976
Hawaii,09/01/2021,418505
Idaho,09/01/2021,400157
Illinois,09/01/2021,3478063
Indiana,09/01/2021,1742430
Iowa,09/01/2021,794834
Kansas,09/01/2021,458056
Kentucky,09/01/2021,1500878
Louisiana,09/01/2021,1782861
Maine,09/01/2021,330802
Maryland,09/01/2021,1554542
Massachusetts,09/01/2021,1822473
Michigan,09/01/2021,2814135
Minnesota,09/01/2021,1254409
Mississippi,09/01/2021,718838
Missouri,09/01/2021,1109531
Montana,09/01/2021,296745
Nebraska,09/01/2021,342683
Nevada,09/01/2021,816051
New Hampshire,09/01/2021,230085
New Jersey,09/01/2021,2033969
New Mexico,09/01/2021,855781
New York,09/01/2021,6980050
North Carolina,09/01/2021,2156993
North Dakota,09/01/2021,114093
Ohio,09/01/2021,3123238
Oklahoma,09/01/2021,1065210
Oregon,09/01/2021,1237837
Pennsylvania,09/01/2021,3465577
Rhode Island,09/01/2021,342408
South Carolina,09/01/2021,1199622
South Dakota,09/01/2021,132026
Tennessee,09/01/2021,1662434
Texas,09/01/2021,5184231
Utah,09/01/2021,431028
Vermont,09/01/2021,182753
Virginia,09/01/2021,1787743
Washington,09/01/2021,2021408
West Virginia,09/01/2021,601656
Wisconsin,09/01/2021,1309805
Wyoming,09/01/2021,71515
United States,10/01/2021,85562350
Alabama,10/01/2021,1077703
Alaska,10/01/2021,254169
Arizona,10/01/2021,2113571
Arkansas,10/01/2021,953640
California,10/01/2021,13173192
Colorado,10/01/2021,1563568
Connecticut,10/01/2021,960108
Delaware,10/01/2021,276686
District of Columbia,10/01/2021,273882
Florida,10/01/2021,4457869
Georgia,10/01/2021,2268840
Hawaii,10/01/2021,419117
Idaho,10/01/2021,403570
Illinois,10/01/2021,3495988
Indiana,10/01/2021,1755655
Iowa,10/01/2021,798442
Kansas,10/01/2021,461025
Kentucky,10/01/2021,1507231
Louisiana,10/01/2021,1791058
Maine,10/01/2021,333501
Maryland,10/01/2021,1563867
Massachusetts,10/01/2021,1833625
Michigan,10/01/2021,2827706
Minnesota,10/01/2021,1261625
Mississippi,10/01/2021,720608
Missouri,10/01/2021,1136697
Montana,10/01/2021,298138
Nebraska,10/01/2021,345887
Nevada,10/01/2021,823371
New Hampshire,10/01/2021,231311
New Jersey,10/01/2021,2043566
New Mexico,10/01/2021,857931
New York,10/01/2021,7014267
North Carolina,10/01/2021,2171944
North Dakota,10/01/2021,115983
Ohio,10/01/2021,3140554
Oklahoma,10/01/2021,1090053
Oregon,10/01/2021,1246420
Pennsylvania,10/01/2021,3485696
Rhode Island,10/01/2021,342734
South Carolina,10/01/2021,1202963
South Dakota,10/01/2021,132892
Tennessee,10/01/2021,1670562
Texas,10/01/2021,5219191
Utah,10/01/2021,432514
Vermont,10/01/2021,183477
Virginia,10/01/2021,1804445
Washington,10/01/2021,2031925
West Virginia,10/01/2021,604670
Wisconsin,10/01/2021,1316781
Wyoming,10/01/2021,72132
United States,11/01/2021,86090344
Alabama,11/01/2021,1084743
Alaska,11/01/2021,255230
Arizona,11/01/2021,2128187
Arkansas,11/01/2021,958561
California,11/01/2021,13227010
Colorado,11/01/2021,1574298
Connecticut,11/01/2021,963995
Delaware,11/01/2021,278408
District of Columbia,11/01/2021,274475
Florida,11/01/2021,4488890
Georgia,11/01/2021,2286427
Hawaii,11/01/2021,422231
Idaho,11/01/2021,406367
Illinois,11/01/2021,3527460
Indiana,11/01/2021,1772233
Iowa,11/01/2021,802055
Kansas,11/01/2021,463261
Kentucky,11/01/2021,1517734
Louisiana,11/01/2021,1799275
Maine,11/01/2021,336071
Maryland,11/01/2021,1572390
Massachusetts,11/01/2021,1845572
Michigan,11/01/2021,2847018
Minnesota,11/01/2021,1269137
Mississippi,11/01/2021,723604
Missouri,11/01/2021,1177651
Montana,11/01/2021,300303
Nebraska,11/01/2021,350084
Nevada,11/01/2021,829111
New Hampshire,11/01/2021,233812
New Jersey,11/01/2021,2056855
New Mexico,11/01/2021,861297
New York,11/01/2021,7034181
North Carolina,11/01/2021,2188218
North Dakota,11/01/2021,117159
Ohio,11/01/2021,3156921
Oklahoma,11/01/2021,1107281
Oregon,11/01/2021,1256231
Pennsylvania,11/01/2021,3504694
Rhode Island,11/01/2021,344557
South Carolina,11/01/2021,1209888
South Dakota,11/01/2021,133898
Tennessee,11/01/2021,1679663
Texas,11/01/2021,5225960
Utah,11/01/2021,437901
Vermont,11/01/2021,183983
Virginia,11/01/2021,1823512
Washington,11/01/2021,2047288
West Virginia,11/01/2021,608227
Wisconsin,11/01/2021,1324484
Wyoming,11/01/2021,72553
United States,12/01/2021,86615177
Alabama,12/01/2021,1091996
Alaska,12/01/2021,255746
Arizona,12/01/2021,2139682
Arkansas,12/01/2021,965168
California,12/01/2021,13292295
Colorado,12/01/2021,1585726
Connecticut,12/01/2021,968210
Delaware,12/01/2021,278171
District of Columbia,12/01/2021,275771
Florida,12/01/2021,4507461
Georgia,12/01/2021,2305389
Hawaii,12/01/2021,425000
Idaho,12/01/2021,409836
Illinois,12/01/2021,3550154
Indiana,12/01/2021,1793407
Iowa,12/01/2021,805021
Kansas,12/01/2021,466682
Kentucky,12/01/2021,1524888
Louisiana,12/01/2021,1807746
Maine,12/01/2021,338983
Maryland,12/01/2021,1582312
Massachusetts,12/01/2021,1853472
Michigan,12/01/2021,2868500
Minnesota,12/01/2021,1278802
Mississippi,12/01/2021,726597
Missouri,12/01/2021,1186274
Montana,12/01/2021,303304
Nebraska,12/01/2021,355314
Nevada,12/01/2021,835255
New Hampshire,12/01/2021,236195
New Jersey,12/01/2021,2068050
New Mexico,12/01/2021,866606
New York,12/01/2021,7078662
North Carolina,12/01/2021,2204052
North Dakota,12/01/2021,118168
Ohio,12/01/2021,3172286
Oklahoma,12/01/2021,1130652
Oregon,12/01/2021,1268094
Pennsylvania,12/01/2021,3523735
Rhode Island,12/01/2021,344318
South Carolina,12/01/2021,1218518
South Dakota,12/01/2021,134963
Tennessee,12/01/2021,1688217
Texas,12/01/2021,5241375
Utah,12/01/2021,442121
Vermont,12/01/2021,184874
Virginia,12/01/2021,1844299
Washington,12/01/2021,2055411
West Virginia,12/01/2021,611926
Wisconsin,12/01/2021,1332720
Wyoming,12/01/2021,72773
United States,01/01/2022,87168044
Alabama,01/01/2022,1099586
Alaska,01/01/2022,257035
Arizona,01/01/2022,2155732
Arkansas,01/01/2022,974587
California,01/01/2022,13368893
Colorado,01/01/2022,1598614
Connecticut,01/01/2022,969817
Delaware,01/01/2022,280153
District of Columbia,01/01/2022,277586
Florida,01/01/2022,4539216
Georgia,01/01/2022,2320281
Hawaii,01/01/2022,427692
Idaho,01/01/2022,413410
Illinois,01/01/2022,3573265
Indiana,01/01/2022,1806717
Iowa,01/01/2022,810098
Kansas,01/01/2022,466782
Kentucky,01/01/2022,1533487
Louisiana,01/01/2022,1816203
Maine,01/01/2022,341948
Maryland,01/01/2022,1596257
Massachusetts,01/01/2022,1868127
Michigan,01/01/2022,2886268
Minnesota,01/01/2022,1288019
Mississippi,01/01/2022,730225
Missouri,01/01/2022,1195895
Montana,01/01/2022,305591
Nebraska,01/01/2022,359322
Nevada,01/01/2022,843385
New Hampshire,01/01/2022,237886
New Jersey,01/01/2022,2081868
New Mexico,01/01/2022,868990
New York,01/01/2022,7119703
North Carolina,01/01/2022,2218521
North Dakota,01/01/2022,120469
Ohio,01/01/2022,3188776
Oklahoma,01/01/2022,1146324
Oregon,01/01/2022,1278609
Pennsylvania,01/01/2022,3542093
Rhode Island,01/01/2022,345734
South Carolina,01/01/2022,1225832
South Dakota,01/01/2022,135479
Tennessee,01/01/2022,1696457
Texas,01/01/2022,5276790
Utah,01/01/2022,445668
Vermont,01/01/2022,185839
Virginia,01/01/2022,1859903
Washington,01/01/2022,2067073
West Virginia,01/01/2022,615440
Wisconsin,01/01/2022,1332959
Wyoming,01/01/2022,73440
United States,02/01/2022,87602634
Alabama,02/01/2022,1105544
Alaska,02/01/2022,257691
Arizona,02/01/2022,2169228
Arkansas,02/01/2022,982319
California,02/01/2022,13411356
Colorado,02/01/2022,1604957
Connecticut,02/01/2022,971179
Delaware,02/01/2022,282299
District of Columbia,02/01/2022,278984
Florida,02/01/2022,4564104
Georgia,02/01/2022,2335335
Hawaii,02/01/2022,428344
Idaho,02/01/2022,412356
Illinois,02/01/2022,3583162
Indiana,02/01/2022,1817788
Iowa,02/01/2022,812629
Kansas,02/01/2022,474267
Kentucky,02/01/2022,1539226
Louisiana,02/01/2022,1820198
Maine,02/01/2022,343450
Maryland,02/01/2022,1605744
Massachusetts,02/01/2022,1875802
Michigan,02/01/2022,2897787
Minnesota,02/01/2022,1295234
Mississippi,02/01/2022,732557
Missouri,02/01/2022,1224739
Montana,02/01/2022,307088
Nebraska,02/01/2022,361571
Nevada,02/01/2022,847424
New Hampshire,02/01/2022,238521
New Jersey,02/01/2022,2094258
New Mexico,02/01/2022,873299
New York,02/01/2022,7141375
North Carolina,02/01/2022,2230660
North Dakota,02/01/2022,120621
Ohio,02/01/2022,3200388
Oklahoma,02/01/2022,1160088
Oregon,02/01/2022,1284314
Pennsylvania,02/01/2022,3555204
Rhode Island,02/01/2022,347056
South Carolina,02/01/2022,1232725
South Dakota,02/01/2022,136296
Tennessee,02/01/2022,1702994
Texas,02/01/2022,5315927
Utah,02/01/2022,449991
Vermont,02/01/2022,186349
Virginia,02/01/2022,1875171
Washington,02/01/2022,2075361
West Virginia,02/01/2022,618228
Wisconsin,02/01/2022,1347261
Wyoming,02/01/2022,74185
United States,03/01/2022,88064423
Alabama,03/01/2022,1111770
Alaska,03/01/2022,259457
Arizona,03/01/2022,2178981
Arkansas,03/01/2022,990124
California,03/01/2022,13482237
Colorado,03/01/2022,1613405
Connecticut,03/01/2022,971185
Delaware,03/01/2022,283950
District of Columbia,03/01/2022,279965
Florida,03/01/2022,4596546
Georgia,03/01/2022,2349817
Hawaii,03/01/2022,429477
Idaho,03/01/2022,415362
Illinois,03/01/2022,3594583
Indiana,03/01/2022,1815189
Iowa,03/01/2022,815024
Kansas,03/01/2022,481775
Kentucky,03/01/2022,1545681
Louisiana,03/01/2022,1826674
Maine,03/01/2022,345753
Maryland,03/01/2022,1615588
Massachusetts,03/01/2022,1884256
Michigan,03/01/2022,2911853
Minnesota,03/01/2022,1302484
Mississippi,03/01/2022,735035
Missouri,03/01/2022,1245348
Montana,03/01/2022,308491
Nebraska,03/01/2022,363863
Nevada,03/01/2022,850129
New Hampshire,03/01/2022,239140
New Jersey,03/01/2022,2110632
New Mexico,03/01/2022,870824
New York,03/01/2022,7167607
North Carolina,03/01/2022,2236428
North Dakota,03/01/2022,121738
Ohio,03/01/2022,3216730
Oklahoma,03/01/2022,1178990
Oregon,03/01/2022,1290739
Pennsylvania,03/01/2022,3570327
Rhode Island,03/01/2022,348478
South Carolina,03/01/2022,1240891
South Dakota,03/01/2022,137289
Tennessee,03/01/2022,1707253
Texas,03/01/2022,5364205
Utah,03/01/2022,454089
Vermont,03/01/2022,186847
Virginia,03/01/2022,1888400
Washington,03/01/2022,2081905
West Virginia,03/01/2022,621399
Wisconsin,03/01/2022,1351678
Wyoming,03/01/2022,74832
United States,04/01/2022,88490963
Alabama,04/01/2022,1117611
Alaska,04/01/2022,259971
Arizona,04/01/2022,2192656
Arkansas,04/01/2022,998943
California,04/01/2022,13534548
Colorado,04/01/2022,1620385
Connecticut,04/01/2022,971354
Delaware,04/01/2022,285541
District of Columbia,04/01/2022,283267
Florida,04/01/2022,4631017
Georgia,04/01/2022,2358345
Hawaii,04/01/2022,429585
Idaho,04/01/2022,417777
Illinois,04/01/2022,3611685
Indiana,04/01/2022,1827675
Iowa,04/01/2022,818382
Kansas,04/01/2022,494440
Kentucky,04/01/2022,1552886
Louisiana,04/01/2022,1833628
Maine,04/01/2022,348783
Maryland,04/01/2022,1622660
Massachusetts,04/01/2022,1892520
Michigan,04/01/2022,2924114
Minnesota,04/01/2022,1309322
Mississippi,04/01/2022,737842
Missouri,04/01/2022,1266501
Montana,04/01/2022,309924
Nebraska,04/01/2022,366131
Nevada,04/01/2022,851705
New Hampshire,04/01/2022,239843
New Jersey,04/01/2022,2117394
New Mexico,04/01/2022,870319
New York,04/01/2022,7176712
North Carolina,04/01/2022,2246778
North Dakota,04/01/2022,122573
Ohio,04/01/2022,3230188
Oklahoma,04/01/2022,1192854
Oregon,04/01/2022,1297319
Pennsylvania,04/01/2022,3582469
Rhode Island,04/01/2022,349624
South Carolina,04/01/2022,1248007
South Dakota,04/01/2022,137768
Tennessee,04/01/2022,1714741
Texas,04/01/2022,5394438
Utah,04/01/2022,456400
Vermont,04/01/2022,187296
Virginia,04/01/2022,1903916
